tweet,likes,retweet_count,user_screen_name,user_description,user_followers_count
"@JasonMillerinDC #TRUMP &amp; Enablers Need to Face the CONSEQUENCEs of his **FAILED** #COVID19 Response 👇👇👇👇👇👇👇
https://t.co/fmush7UFtl",0.0,0.0,InconvenientTr5,Spreading the #Truth. #ScienceMatters. #TrumpLiesAmericansDIE.  #VOTE #TrumpCrimeFamily OUT on #ElectionDay,812.0
"@MeidasTouch He can not even wing it. #Trump is in a very bad way. However, there is a silver lining here, he hasn't a clue how truly bad he really is. Dementia can have a merciful side.",4.0,0.0,jamieo33,"Don't know what I am. Can lean left and right, progressive and regressive, moderate and immoderate, right and wrong. All is subject to change.",151.0
"Dünyanın bütün ülkelerinde defalarca darbe yapmış olan Atlantik Çetesi ""Rusya seçimlerimize müdahale ediyor"" diye ağlıyor... #UnitedStatesOfAgression #UnitedStates #us #usa #Election2020 #putin #Biden #Trump https://t.co/QS0x8C6Hm7",23.0,10.0,DDGrubu,Zihinler işgal altındayken vatanını kurtaramazsın... Derin Lügat'ı oku ve paylaş: https://t.co/TEgXO2ZtGu,69126.0
"The President @realDonaldTrump got impeached for something Joe Biden did.
#DonaldTrump https://t.co/zfbyHrQvgB",0.0,0.0,PedroGutierrez1,"🇻🇪🇺🇸Entrepreneur and founder of SHB International, living in the USA and proudly Venezuelan, I writehttp://www.sehablabeisbol.usHcFR",2366.0
@TheMorningSpew2 @nypost Reported account for targeted harassment. #NYPost #Trump https://t.co/j5CLe0ss5u,0.0,0.0,Wwlasss,"🗽 Constitution, politics, music, pizzaiolo. 👨‍🍳 🏈 🥁 🍕",3289.0
@Pacodanos @kevinbossuet @SudRadio C'est surtout insulter nos viticulteurs assommés de taxes par #Trump et vous vous prétendez patriote soutien à nos viticulteurs.,0.0,0.0,callbass,,63.0
#BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #BidenHarris #Trump OUT! #TrumpVirus,0.0,0.0,C71785849,Independent voter for the people! Not with ANY party so do not try to label me!!!,58.0
"@thehill 🚨 #Trump  FAILED  #America 

#Trump FAILED to handle #COVID19 leading to 216,000+ DEAD #Americans.

There’s NO end for #COVID DEATHs until at least Mid-2021.

#TRUMP is also NEGLIGENT in his response to #ClimateCrisis. 

#TrumpIsACompleteFailure",7.0,0.0,InconvenientTr5,Spreading the #Truth. #ScienceMatters. #TrumpLiesAmericansDIE.  #VOTE #TrumpCrimeFamily OUT on #ElectionDay,812.0
"The #regeneron people know #Trump is trying once again to politicize a #COVID19 treatment.

Look at what happened to #HydroxyChloroquine https://t.co/VVUv7q1J23",0.0,0.0,megacoolmike,"My take on the things I read in the papers, see on TV and find on the Internet.",69.0
"#Trump: I don't mind running against sleepy Joe but I wouldn't want to run against her [Amy Coney Barrett]. Please Amy, promise me you'll never run!

Goddammit, now I agree with Trump about something. 2020 is the pits.",2.0,1.0,snarke,"Will mock for food! Freelance writer, blogger, commentator. Civics nerd. She/Her",1185.0
"Read the replies.  

Note that Ice Cube is signing on to help consult on deploying a $500 billion fund #Trump has earmarked to assist the African American community.  

But many leftists are upset because, apparently, #OrangeManBad.

This is insane. https://t.co/qRIikrqpb1",225.0,127.0,AwakenedOutlaw,"God & Country!!! 🇺🇸 Believer, Father, Husband, Veteran & Patriot",94926.0
What a load of rubbish. Black communities have had it hard for many years now. Not just the last 4 years. Are u winding me up. Most black films are minimum 20 years old and Tupac was screaming it from the 90s.  So pleasehas everyone in the world lost their memory #icecube #trump,0.0,0.0,pepp32948008,.....,3.0
"#Trump’s #COVID Response: He lied to us for months and encouraged us to live recklessly during a #pandemic, and when it got to him he received every top-tier treatment and medication to ensure his survival while our friends and family died alone. Remember that when you #vote.",0.0,0.0,ItsBrandonBoyd,I'm just here to talk to myself and hope people are listening.,145.0
@RealRLimbaugh Tell others how #Trump has helped you and your family and your employees!,0.0,0.0,NJCommonSense,#Resisting unconstitutional globalist control of NJ.  #MAGA #KAG. Defending the American Way of Life As Founded under God!,15060.0
"@drinisthebest @CBSEveningNews @weijia I think when u look at ALL the trademarks Ivanka got approved from CHINA very shortly after #Trump took office...

He is conning his voters &amp; most are willing to let themselves be lied too...

Some people will actually let u just lie cheat and steal from them.

Its very sad",0.0,0.0,mrballoonpimp,I am just a writer of simple thoughts.Everyone shares everything mindlessly I am just a nobody in a world where everyone wants to be a somebody sharing ideas.,907.0
#TrumpRallyIowa #MAGA #KAG #FourMoreYears #Trump #TrumpPence2020 #VoteEarly #Vote2020 #VoteInPerson = SAFER. #VoteRED2020RemoveEveryDemocrat #Democrat are destroying America!! https://t.co/B0sghpUVuC,1.0,0.0,Latinas_4_Trump,"Fellow patriots, yet again this was another attempt 2 silence our voices. I was LOCKED OUT 4 my conservative views and I lost all my followers. Follow back Tnks",109.0
SE Cupp: Trump is #Self-destructing in the eleventh hour - https://t.co/3ruESGhixL - #DonaldTrump #Election,0.0,0.0,TheGlobalHerald,Latest news and opinion from The Global Herald online newspaper.,271.0
"#Trump : Nous ne sommes pas allés si loin, nous n'avons pas surmonté tant de choses, et nous n'avons pas lutté si durement, pour ensuite rendre notre pays au marais dépravé de Washington ! https://t.co/lILPCmeTpL",25.0,18.0,brunolp30,"Rédacteur éditorialiste freelance, Animateur radio, Psychosociologue Coach TeamBuilding  #Trump2020 #VenezuelaLibre",2360.0
Inside Hunter Biden's murky history of business dealings in China https://t.co/BjModXIuKC via @nypost #HunterBiden #TrumpIsALaughingStock #TrumpPence2020 #Trump #JoeBiden,1.0,1.0,Megaphone_Jeff,"Retired P.E. Teacher/Football/Basketball Coach. 85% of #MEDIASUCKS. #MAGA #KAG2020 #TRUMP2020 Motorcyclist, Happily Married.",4167.0
@OwnTheLibs4 Dream on. You'll need it because Nov. 3 will be a nightmare for #trump and #trumpers,0.0,0.0,MeredithJanik3,"https://t.co/72nJb9UpJ2, DC to CLE, But NYC girl born and raised, Gov.- Teacher. RPCV, COW'97, HOYA4LIFE",19.0
"@morningmika Great idea; since @NBCNews will give #DonaldTrump town hall coverage across all channels, @ABC @CBSNews @CNNPolitics @bpolitics @business should carry @ABCPolitics town hall with @JoeBiden. #BidenTownHall #BidenHarrisLandslide2020 #BoycottMSNBC #2020Elections #Debate2020",0.0,0.0,tleiker,Thought leader. Decision maker. Advancing communities and creating opportunity through the public sector and progressive initiatives.,487.0
"The Evilness of human beings should be measured in TRUMPS.
.
.

#DonaldTrump #DumpTrump2020 #BidenHarrisToSaveAmerica #TrumpIsALaughingStock #BidenHarris #BidenHarris2020 #TrumpPence2020 #bidenforlatins #LatinosConBiden #VenezolanosConBiden #colombianosconbiden #cubanosconbiden",0.0,0.0,surepresentante,CEO https://t.co/52o2MRZY55 - https://t.co/NngqgrxbLY - https://t.co/qziyl7tkdI - Co-Fundador VP Cámara de Comercio LGBT de Colombia https://t.co/hCwCLtV7vf y https://t.co/7YYeCcb0VD,3251.0
This man is in the wrong profession! He’s a comedian! 😂😂😂 #JoeBiden #Trump https://t.co/eWmLOvYTpQ,0.0,0.0,EthanR_92,It is never too late to be what you might have been. Get free stock by signing up here https://t.co/7QBDBEzeLX,546.0
"""Product #Review: QAnon: What you need to know as this unhinged, pro-#Trump conspiracy theory grows #News"": https://t.co/Od11DoiUI8",0.0,0.0,robinsnewswire,"Flying the web for trusted world news reports and shopping discounts 24/7. Retweeting for opinions, useful information, and the many voices of Twitter.",24486.0
"@MSNBC @SavannahGuthrie Here’s an idea, since @NBCNews has decided to give #DonaldTrump town hall coverage across three channels, @ABC @CBSNews @CNNPolitics @bpolitics @business should carry @ABCPolitics town hall with @JoeBiden. #BidenTownHall #BidenHarrisLandslide2020 #BoycottMSNBC #2020Elections",1.0,0.0,tleiker,Thought leader. Decision maker. Advancing communities and creating opportunity through the public sector and progressive initiatives.,487.0
#DonaldTrump afirma que se siente como “Superman” tras tomar Regeneron ►https://t.co/f5R77AJj4z https://t.co/QTHuoaXKpL,3.0,0.0,elpopular_pe,Tu diario El Popular también te informa y entretiene en Twitter. Síguenos y participa de las promociones que tenemos para ti.,82201.0
And #Trump really what's the goal. You HAVE EVERYTHING TO END THIS NOW...WHY WAIT.. https://t.co/puu2Ykvls3,1.0,0.0,KelliLeane,"Air Force Veteran, PATRIOT, QGirl",398.0
"Election is 20 days away, what better way to deface a Biden sign then the Joe Pedo Sticker!! 
Available Now at https://t.co/vppZ5PgP5E
#MAGA #Trump #Trump2020 #TrumpTrain #KAG #1A #2A #A1 #WWG1GWA https://t.co/XE7pYJUGjv",2.0,0.0,IcabadCartman,one californian surrounded by a bunch of stupid. Proud American. I unconditionally love my fellow patriots #MAGA #KAG #Trump #Trump2020 #TrumpTrain #A1 #1A #2A,19685.0
@Ormeau16 @kevinbossuet @SudRadio En France on défend les français il faut être stupide pour défendre #Trump qui taxe nos entreprises et notre terroir à travers nos viticulteurs. Vous leur crachez à le figure.,0.0,0.0,callbass,,63.0
"These people that @Acosta is interviewing at another #Trump rally are the reason the #USA is in the situation we're in with the #coronavirus. They don't care if they die? All of them should be in one location so they can infect each other, not us. @andersoncooper @CNN",1.0,0.0,DebraISchafer,"I care about work/life | working parents & caregiving | children, education & differences | nonprofits/social issues | college | food insecure & homeless youth.",3940.0
